category,coordinates,startTime,endTime,from,to,type
Jam,"(-118.3759059707, 34.0362788985)",2024-03-13 02:26:30+00:00,2024-03-13 02:46:30+00:00,exit [7A],I-10 E,Feature
Jam,"(-118.3704503575, 33.9876879816)",2024-03-13 02:12:30+00:00,2024-03-13 02:47:30+00:00,Stocker St (S la Cienega Blvd),Centinela Ave (S la Cienega Blvd),Feature
Accident,"(-118.3704771796, 33.8991737845)",2024-03-13 00:23:00+00:00,,El Segundo Blvd (I-405),Rosecrans Ave (I-405),Feature
Jam,"(-118.3778800765, 33.9887984325)",2024-03-13 02:20:00+00:00,2024-03-13 02:47:30+00:00,CA-90 (Slauson Ave),S la Cienega Blvd (Slauson Ave),Feature
Road Closed,"(-118.3692058125, 34.2048195633)",2024-03-12 17:54:00+00:00,2024-03-15 06:59:00+00:00,Vineland Ave / Valerio St,Vineland Ave / Cantlay St,Feature
Road Closed,"(-118.3692125181, 34.2023371371)",2024-03-12 17:54:00+00:00,2024-03-15 06:59:00+00:00,Vineland Ave / Cantlay St,Vineland Ave / Valerio St,Feature
Jam,"(-118.3685325781, 33.9436072559)",2024-03-13 02:18:30+00:00,2024-03-13 02:47:30+00:00,Florence Ave (I-405),I-105/Imperial Hwy (I-405),Feature
Jam,"(-118.3685044149, 33.9333517919)",2024-03-12 20:38:00+00:00,2024-03-13 03:25:30+00:00,exit [45],exit [42B],Feature
Jam,"(-118.3659066955, 34.0880079604)",2024-03-13 01:57:30+00:00,2024-03-13 02:47:30+00:00,Willoughby Ave,Santa Monica Blvd,Feature
Jam,"(-118.3659361998, 34.0973125962)",2024-03-13 02:26:00+00:00,2024-03-13 02:46:30+00:00,N Crescent Heights Blvd,W Sunset Blvd,Feature
Road Closed,"(-118.3648646573, 34.0904045501)",2024-03-12 21:18:30+00:00,,Romaine St,Santa Monica Blvd,Feature
Road Closed,"(-118.3648767272, 34.0907572474)",2024-03-12 21:22:30+00:00,,Santa Monica Blvd,Romaine St,Feature
Jam,"(-118.3647520045, 34.0724069157)",2024-03-13 02:25:30+00:00,2024-03-13 02:46:30+00:00,W 3rd St,N Laurel Ave / W 1st St,Feature
Jam,"(-118.3655915359, 34.0543435818)",2024-03-13 02:22:30+00:00,2024-03-13 02:46:30+00:00,W Pico Blvd (S Fairfax Ave),Wilshire Blvd (S Fairfax Ave),Feature
Jam,"(-118.3660555581, 34.0600942362)",2024-03-13 02:24:00+00:00,2024-03-13 02:49:30+00:00,Wilshire Blvd (San Vicente Blvd),Hauser Blvd (San Vicente Blvd),Feature
Jam,"(-118.3671271006, 34.0837325258)",2024-03-13 02:21:00+00:00,2024-03-13 02:48:30+00:00,N la Cienega Blvd (Melrose Ave),N Fairfax Ave (Melrose Ave),Feature
Jam,"(-118.3654145101, 34.0634215239)",2024-03-13 02:21:00+00:00,2024-03-13 02:46:30+00:00,San Vicente Blvd (Wilshire Blvd),S Fairfax Ave (Wilshire Blvd),Feature
Jam,"(-118.3625673452, 34.0606883621)",2024-03-13 01:05:00+00:00,2024-03-13 02:46:30+00:00,W Pico Blvd (S Fairfax Ave),Wilshire Blvd (S Fairfax Ave),Feature
Jam,"(-118.3727811972, 34.0591970676)",2024-03-13 02:09:30+00:00,2024-03-13 02:58:30+00:00,S la Cienega Blvd (W Olympic Blvd),Hauser Blvd (W Olympic Blvd),Feature
Jam,"(-118.3685044149, 33.9383353491)",2024-03-12 20:22:00+00:00,2024-03-13 02:47:30+00:00,exit [45],I-105 E,Feature
Accident,"(-118.3585574428, 33.9885583851)",2024-03-13 02:02:00+00:00,,S la Brea Ave (Slauson Ave),Crenshaw Blvd (Slauson Ave),Feature
Jam,"(-118.3647667566, 34.0760855759)",2024-03-13 02:07:30+00:00,2024-03-13 02:49:30+00:00,N la Cienega Blvd (Beverly Blvd),N Gardner St (Beverly Blvd),Feature
Jam,"(-118.3666121164, 33.8946864438)",2024-03-13 02:22:00+00:00,2024-03-13 02:44:30+00:00,Rosecrans Ave EAST exit [43A],exit [40B],Feature
Road Works,"(-118.3636321822, 33.9310840144)",2024-03-12 23:58:00+00:00,,W Imperial Hwy,Inglewood,Feature
Jam,"(-118.3636321822, 33.9310840144)",2024-03-12 20:18:30+00:00,2024-03-13 03:29:30+00:00,W Imperial Hwy,Inglewood,Feature
Jam,"(-118.3485501209, 33.8376238098)",2024-03-13 02:02:30+00:00,2024-03-13 02:46:30+00:00,Torrance,Amie Ave,Feature
Jam,"(-118.3549874226, 34.0907961197)",2024-03-13 02:26:00+00:00,2024-03-13 02:46:30+00:00,N Fairfax Ave (Santa Monica Blvd/CA-2),N la Brea Ave (Santa Monica Blvd/CA-2),Feature
Jam,"(-118.3440238932, 34.0649061477)",2024-03-12 19:55:00+00:00,2024-03-13 02:46:30+00:00,W 3rd St (S la Brea Ave),Wilshire Blvd (S la Brea Ave),Feature
Jam,"(-118.341596494, 34.0838224254)",2024-03-13 02:22:30+00:00,2024-03-13 02:46:30+00:00,Melrose Ave,Waring Ave,Feature
Jam,"(-118.3386420408, 34.0956214188)",2024-03-12 20:06:30+00:00,2024-03-13 02:48:30+00:00,Fountain Ave (Highland Ave),Hollywood Blvd (Highland Ave),Feature
Jam,"(-118.3386460641, 34.1039108149)",2024-03-13 02:26:30+00:00,2024-03-13 02:46:30+00:00,Franklin Ave (Highland Ave),Fountain Ave (Highland Ave),Feature
Road Closed,"(-118.3362656036, 34.1111514252)",2024-03-12 08:29:34+00:00,2024-03-15 06:59:00+00:00,Cahuenga Blvd W / Pat Moore Way,Cahuenga Blvd W / Pat Moore Way,Feature
Jam,"(-118.3348789016, 33.9446305302)",2024-03-13 02:24:00+00:00,2024-03-13 02:46:30+00:00,Club Dr,Yukon Ave,Feature
Jam,"(-118.3325842718, 34.0371399133)",2024-03-13 02:26:00+00:00,2024-03-13 02:46:30+00:00,I-10 (Crenshaw Blvd),Venice Blvd (Crenshaw Blvd),Feature
Jam,"(-118.3300911585, 34.004844767)",2024-03-13 02:17:30+00:00,2024-03-13 02:46:30+00:00,W Vernon Ave,11th Ave,Feature
Jam,"(-118.329507778, 33.8363738826)",2024-03-13 02:20:00+00:00,2024-03-13 02:46:30+00:00,Torrance,Date Ave,Feature
Jam,"(-118.3463077942, 33.9313093414)",2024-03-12 20:03:00+00:00,2024-03-13 02:59:30+00:00,exit [3],exit [7A],Feature
Jam,"(-118.3383510211, 34.0979751066)",2024-03-13 02:26:30+00:00,2024-03-13 02:46:30+00:00,N Highland Ave (W Sunset Blvd),Vine St (W Sunset Blvd),Feature
Jam,"(-118.3298873106, 34.0834629653)",2024-03-13 02:15:00+00:00,2024-03-13 02:46:30+00:00,N Highland Ave (Melrose Ave),Vine St/N Rossmore Ave (Melrose Ave),Feature
Jam,"(-118.3385454813, 33.8686421556)",2024-03-13 01:11:30+00:00,2024-03-13 04:01:30+00:00,exit [42A],Western Avenue exit [38B],Feature
Jam,"(-118.3201039532, 34.096069395)",2024-03-13 02:25:00+00:00,2024-03-13 02:46:30+00:00,Fountain Ave,W Sunset Blvd,Feature
Jam,"(-118.3197177151, 34.1040368525)",2024-03-12 20:00:00+00:00,2024-03-13 03:35:30+00:00,Hollywood Blvd (US-101),Vineland Ave (US-101),Feature
Jam,"(-118.3690033058, 33.9298247456)",2024-03-12 22:27:30+00:00,2024-03-13 03:29:30+00:00,Nash St (I-105),Vermont Ave (I-105),Feature
Jam,"(-118.3177194694, 34.0450095001)",2024-03-13 02:20:00+00:00,2024-03-13 02:53:30+00:00,W Olympic Blvd (Arlington Ave),I-10 (Arlington Ave),Feature
Accident,"(-118.3167096177, 34.1016872895)",2024-03-13 00:36:00+00:00,,Gower St (US-101),Hollywood Blvd (US-101),Feature
Road Closed,"(-118.3148159781, 33.88788033)",2024-03-12 12:25:44+00:00,2024-03-15 06:59:00+00:00,Gramercy Pl,Van Ness Ave,Feature
Jam,"(-118.3140287498, 34.0624760617)",2024-03-13 02:21:30+00:00,2024-03-13 02:46:30+00:00,Wilshire Blvd (S Wilton Pl),W 3rd St (S Wilton Pl),Feature
Jam,"(-118.3091109196, 34.0691628139)",2024-03-12 23:24:00+00:00,2024-03-13 03:01:30+00:00,Beverly Blvd (Western Ave/CA-213),Wilshire Blvd (Western Ave/CA-213),Feature
Road Works,"(-118.3089325527, 33.8152702397)",2024-03-12 21:57:30+00:00,,Sepulveda Blvd (Western Ave/CA-213),235th St (Western Ave/CA-213),Feature
Jam,"(-118.3030504683, 34.0863342988)",2024-03-13 02:26:00+00:00,2024-03-13 02:46:30+00:00,Melrose Ave exit [6B],Melrose Ave,Feature
Jam,"(-118.3094046214, 34.0835098938)",2024-03-13 02:14:00+00:00,2024-03-13 02:49:30+00:00,N Wilton Pl (Melrose Ave),US-101/CA-2/Hollywood Fwy (Melrose Ave),Feature
Jam,"(-118.3004487255, 34.0799385381)",2024-03-13 02:22:30+00:00,2024-03-13 02:46:30+00:00,Beverly Blvd (N Normandie Ave),US-101/CA-2/Hollywood Fwy (N Normandie Ave),Feature
Jam,"(-118.2998492518, 34.1234774976)",2024-03-13 01:56:00+00:00,2024-03-13 02:47:30+00:00,E Observatory Rd,Western Canyon Rd / W Observatory Rd,Feature
Jam,"(-118.2991009155, 34.0073218075)",2024-03-13 02:20:00+00:00,2024-03-13 02:46:30+00:00,S Normandie Ave,S Budlong Ave,Feature
Road Closed,"(-118.2958500782, 33.9891108963)",2024-03-12 21:32:00+00:00,,W Slauson Ave,W 58th Pl,Feature
Road Closed,"(-118.293538014, 34.055924752)",2024-03-12 19:13:49+00:00,2024-03-20 06:59:00+00:00,James M Wood Blvd,Los Angeles,Feature
Road Closed,"(-118.2929506102, 33.936413533)",2024-03-12 15:31:30+00:00,,S Budlong Ave,S Vermont Ave,Feature
Jam,"(-118.2916913131, 34.0757100453)",2024-03-13 02:22:00+00:00,2024-03-13 02:46:30+00:00,US-101/CA-2/Hollywood Fwy (N Vermont Ave),W 3rd St (S Vermont Ave),Feature
Jam,"(-118.2916188935, 34.0535536453)",2024-03-13 02:16:30+00:00,2024-03-13 02:47:30+00:00,W Olympic Blvd (S Vermont Ave),Wilshire Blvd (S Vermont Ave),Feature
Jam,"(-118.2962376574, 34.0036847043)",2024-03-13 02:21:30+00:00,2024-03-13 02:46:30+00:00,S Normandie Ave (W Vernon Ave),I-110/S Grand Ave/S Flower St (W Vernon Ave),Feature
Jam,"(-118.3685003916, 33.9328408535)",2024-03-12 21:18:00+00:00,2024-03-13 03:33:30+00:00,Century Blvd (I-405),I-110/Harbor Fwy (I-405),Feature
Jam,"(-118.2878812352, 34.1129310505)",2024-03-13 02:23:30+00:00,2024-03-13 02:46:30+00:00,Hillhurst Ave,N Commonwealth Ave,Feature
Dangerous Conditions,"(-118.284836928, 33.8485551068)",2024-03-13 02:08:00+00:00,,Torrance Blvd (I-110),I-405/San Diego Fwy (I-110),Feature
Dangerous Conditions,"(-118.2848181525, 33.8568833818)",2024-03-13 02:05:00+00:00,,Vermont Ave (I-405),I-110/Harbor Fwy (I-405),Feature
Jam,"(-118.2838378051, 34.0243122084)",2024-03-13 02:24:30+00:00,2024-03-13 02:46:30+00:00,S Hoover St,W Jefferson Blvd,Feature
Accident,"(-118.2840684751, 33.7939184944)",2024-03-13 02:08:00+00:00,,Sepulveda Blvd (I-110),CA-1/Pacific Coast Hwy (I-110),Feature
Road Closed,"(-118.2829486528, 34.0512402524)",2024-03-12 22:08:30+00:00,,S Grand View St,S Alvarado St,Feature
Road Closed,"(-118.2810992697, 34.0504034097)",2024-03-12 16:41:00+00:00,,S Alvarado St,S Grand View St,Feature
Jam,"(-118.2818127373, 33.7513720004)",2024-03-13 01:07:00+00:00,2024-03-13 02:48:30+00:00,John S Gibson Blvd,Los Angeles,Feature
Jam,"(-118.2886027494, 34.1116704517)",2024-03-13 02:17:00+00:00,2024-03-13 02:48:30+00:00,N Vermont Ave (Los Feliz Blvd),Griffith Park Blvd/Roble Vista Dr (Los Feliz Blvd),Feature
Jam,"(-118.2774648765, 34.0554392722)",2024-03-13 02:01:00+00:00,2024-03-13 02:53:30+00:00,W 8th St (Alvarado St),Wilshire Blvd (S Alvarado St),Feature
Jam,"(-118.2799767652, 34.0376280678)",2024-03-13 02:17:30+00:00,2024-03-13 02:46:30+00:00,exit [12],Adams Blvd exit [20C],Feature
Jam,"(-118.2745828429, 34.0312202949)",2024-03-13 00:19:00+00:00,2024-03-13 02:59:30+00:00,I-110/I-10/Santa Monica Fwy (I-110),76th St (I-110),Feature
Jam,"(-118.2762860456, 34.0378868692)",2024-03-13 02:11:00+00:00,2024-03-13 02:46:30+00:00,Los Angeles,I-10 E,Feature
Jam,"(-118.2761559585, 34.0242505197)",2024-03-12 18:39:30+00:00,2024-03-13 02:59:30+00:00,Exposition Blvd (I-110),I-110/I-10/Santa Monica Fwy (I-110),Feature
Jam,"(-118.2722922364, 34.0611027757)",2024-03-13 02:24:30+00:00,2024-03-13 02:47:30+00:00,W Maryland St,W 3rd St,Feature
Jam,"(-118.2705635527, 34.0454842746)",2024-03-12 20:31:30+00:00,2024-03-13 02:46:30+00:00,Olympic Blvd/9th St (CA-110),I-110/I-10/Santa Monica Fwy (CA-110),Feature
Jam,"(-118.2679188946, 33.768885449)",2024-03-13 02:04:30+00:00,2024-03-13 02:46:30+00:00,W Water St / N Access Rd,Los Angeles,Feature
Jam,"(-118.2674293915, 33.7709641861)",2024-03-13 02:19:30+00:00,2024-03-13 02:46:30+00:00,W Harry Bridges Blvd,W Water St,Feature
Jam,"(-118.2658817568, 34.0065895215)",2024-03-13 02:10:00+00:00,2024-03-13 02:46:30+00:00,Avalon Blvd,San Pedro Pl,Feature
Jam,"(-118.2552856901, 33.7447522724)",2024-03-13 01:26:30+00:00,2024-03-13 02:46:30+00:00,Terminal Way,Los Angeles,Feature
Jam,"(-118.3033696512, 34.0866977034)",2024-03-12 19:31:00+00:00,2024-03-13 03:29:30+00:00,CA-2/Santa Monica Blvd (US-101),CA-110/Pasadena Fwy (US-101),Feature
Road Closed,"(-118.2539915243, 33.9521098767)",2024-03-12 18:16:00+00:00,,S Central Ave (Hooper Ave),CA-42/Firestone Blvd (Hooper Ave),Feature
Road Closed,"(-118.2540035942, 33.9539015321)",2024-03-12 18:36:00+00:00,,CA-42/Firestone Blvd (Hooper Ave),S Central Ave (Hooper Ave),Feature
Road Closed,"(-118.2549544373, 33.9532779438)",2024-03-12 18:30:30+00:00,,S Central Ave,Pace Ave,Feature
Road Closed,"(-118.2530031303, 33.9533088139)",2024-03-12 18:26:30+00:00,,Pace Ave,S Central Ave,Feature
Jam,"(-118.2525726357, 34.1397303409)",2024-03-13 02:23:30+00:00,2024-03-13 02:46:30+00:00,S Glendale Ave,S Brand Blvd,Feature
Jam,"(-118.444807897, 34.0293293364)",2024-03-13 01:29:00+00:00,2024-03-13 03:46:30+00:00,Bundy Dr (I-10),Central Ave (I-10),Feature
Accident,"(-118.2501707175, 33.9492975504)",2024-03-13 00:11:00+00:00,,Parmelee Ave,Success Ave,Feature
Jam,"(-118.2629621723, 33.8387516736)",2024-03-12 21:18:00+00:00,2024-03-13 03:34:30+00:00,Avalon Blvd exit [35],Pacific Ave exit [32A],Feature
Jam,"(-118.2520308295, 34.0597361337)",2024-03-13 02:02:30+00:00,2024-03-13 02:46:30+00:00,Harbor Freeway & Transit Way / CA-110 N,US-101 N,Feature
Jam,"(-118.2461192408, 34.1472914885)",2024-03-13 02:14:00+00:00,2024-03-13 02:48:30+00:00,N Everett St,E Wilson Ave,Feature
Jam,"(-118.2682823339, 34.1148367987)",2024-03-12 22:48:00+00:00,2024-03-13 03:42:30+00:00,Los Feliz Blvd (I-5),Riverside Dr (I-5),Feature
Jam,"(-118.2520469227, 33.9282180676)",2024-03-12 21:58:30+00:00,2024-03-13 02:46:30+00:00,exit [9],Alameda St,Feature
Road Works,"(-118.2336684266, 34.0540270525)",2024-03-12 15:56:30+00:00,,US-101/Santa Ana Fwy (El Monte Busway),US-101/N Alameda St/N Santa Fe Ave (El Monte Busway),Feature
Jam,"(-118.2323809662, 34.0536609382)",2024-03-12 22:51:30+00:00,2024-03-13 02:46:30+00:00,Mission Rd (US-101),Echo Park Ave (US-101),Feature
Jam,"(-118.232903997, 34.0979817698)",2024-03-13 02:22:00+00:00,2024-03-13 02:46:30+00:00,N San Fernando Rd,Isabel St,Feature
Jam,"(-118.2293903032, 34.1468609871)",2024-03-13 02:25:00+00:00,2024-03-13 02:51:30+00:00,E Wilson Ave (Harvey Dr),Holly Dr (Harvey Dr),Feature
Jam,"(-118.2275932232, 34.1493058536)",2024-03-13 02:18:30+00:00,2024-03-13 02:48:30+00:00,Holly Dr (Harvey Dr),E Wilson Ave (Harvey Dr),Feature
Jam,"(-118.2362889448, 33.8258408512)",2024-03-13 02:25:00+00:00,2024-03-13 02:39:30+00:00,Avalon Blvd exit [35],Pacific Ave exit [32A],Feature
Jam,"(-118.2275757888, 34.0789206422)",2024-03-13 02:19:00+00:00,2024-03-13 02:46:30+00:00,CA-110/Pasadena Fwy (I-5 & CA-110 Conn),I-5/Golden Hwy (I-5 & CA-110 Conn),Feature
Jam,"(-118.2726355591, 34.0429495898)",2024-03-12 21:30:00+00:00,2024-03-13 02:59:30+00:00,I-110/I-10/Santa Monica Fwy (CA-110),Figueroa St/San Fernando Rd/Exit 26 (CA-110),Feature
Accident,"(-118.2276093164, 33.9608578923)",2024-03-13 01:32:00+00:00,,Nadeau St (Santa Fe Ave),CA-42/Firestone Blvd (Santa Fe Ave),Feature
Road Closed,"(-118.2231783071, 33.8826232059)",2024-03-11 18:22:00+00:00,2024-03-15 06:59:00+00:00,E Bennett St,E Greenleaf Blvd,Feature
Jam,"(-118.223395566, 33.9607116892)",2024-03-13 02:23:00+00:00,2024-03-13 02:47:30+00:00,Cudahy St (Long Beach Blvd),CA-42/Firestone Blvd (Long Beach Blvd),Feature
Jam,"(-118.2198577324, 34.078640375)",2024-03-13 02:18:30+00:00,2024-03-13 04:55:30+00:00,Humboldt St (I-5),Colorado St (I-5),Feature
Road Closed,"(-118.2170870104, 33.7811230317)",2024-03-08 01:06:00+00:00,,Santa Fe Ave,W Anaheim St / E I St,Feature
Road Works,"(-118.2154656151, 34.1393508609)",2024-03-12 23:58:00+00:00,,W Broadway (Colorado Blvd),Eagle Rock Blvd (Colorado Blvd),Feature
Jam,"(-118.215182642, 34.1356252759)",2024-03-13 02:14:00+00:00,2024-03-13 02:46:30+00:00,Los Angeles,Yosemite Dr,Feature
Jam,"(-118.2080385783, 33.930641426)",2024-03-13 02:18:00+00:00,2024-03-13 02:47:30+00:00,Martin Luther King Jr Blvd (E Imperial Hwy),State St (E Imperial Hwy),Feature
Jam,"(-118.2644119063, 33.8402268551)",2024-03-12 21:18:00+00:00,2024-03-13 03:33:30+00:00,Main St (I-405),Pacific Pl (I-405),Feature
Road Closed,"(-118.2023804584, 33.7657030038)",2024-03-12 14:43:00+00:00,,W Shoreline Dr (Shoreline Dr & I-710 Conn),W Ocean Blvd (Shoreline Dr & I-710 Conn),Feature
Road Closed,"(-118.2025776008, 33.7683275385)",2024-03-12 17:28:00+00:00,,Shoreline Dr W,W Ocean Blvd,Feature
Jam,"(-118.2014685073, 33.9534201271)",2024-03-13 02:25:30+00:00,2024-03-13 02:46:30+00:00,San Juan Ave,San Juan Ave,Feature
Jam,"(-118.204864184, 33.8675250565)",2024-03-13 02:21:00+00:00,2024-03-13 02:46:30+00:00,S Susana Rd / E Harcourt St,Long Beach Blvd,Feature
Road Closed,"(-118.1985784271, 34.0901068283)",2024-03-12 13:06:37+00:00,2024-03-15 06:59:00+00:00,Sinova St / Elderbank Dr,Montecito Dr,Feature
Road Closed,"(-118.1982364455, 34.0876016614)",2024-03-12 13:06:37+00:00,2024-03-15 06:59:00+00:00,Montecito Dr,Sinova St / Elderbank Dr,Feature
Jam,"(-118.2563786903, 33.9276467305)",2024-03-13 02:16:30+00:00,2024-03-13 03:10:30+00:00,I-110 (I-105),I-710/Garfield Ave (I-105),Feature
Dangerous Conditions,"(-118.1972145238, 34.0556364228)",2024-03-13 02:19:00+00:00,,City Terrace Dr/Herbert Ave (I-10),Soto St (I-10),Feature
Jam,"(-118.1939113834, 33.9843526497)",2024-03-13 02:26:30+00:00,2024-03-13 02:46:30+00:00,Riverside Ave,Fishburn Ave,Feature
Jam,"(-118.1980862418, 33.8733870368)",2024-03-12 20:23:30+00:00,2024-03-13 02:46:30+00:00,exit [10C],exit [13],Feature
Road Closed,"(-118.1701134839, 34.0191610474)",2024-03-12 11:33:59+00:00,2024-03-15 06:59:00+00:00,Whittier Blvd,E Olympic Blvd,Feature
Jam,"(-118.1691492298, 33.964575384)",2024-03-12 20:57:00+00:00,2024-03-13 02:46:30+00:00,Florence Ave (I-710),CA-42/Firestone Blvd (I-710),Feature
Jam,"(-118.1724456647, 34.012143036)",2024-03-12 20:57:00+00:00,2024-03-13 02:46:30+00:00,I-5/Santa Ana Fwy (I-710),Florence Ave (I-710),Feature
Jam,"(-118.1675211289, 33.8034591269)",2024-03-13 02:25:00+00:00,2024-03-13 02:46:30+00:00,Crescent Heights St / Town Center E,E Willow St,Feature
Jam,"(-118.1680294075, 33.9660814801)",2024-03-13 02:14:00+00:00,2024-03-13 02:46:30+00:00,exit [15],Florence Ave,Feature
Jam,"(-118.1650602022, 34.059438443)",2024-03-13 02:15:30+00:00,2024-03-13 02:46:30+00:00,I-710 N,I-10 E,Feature
Jam,"(-118.1928452054, 33.8754912107)",2024-03-12 21:41:30+00:00,2024-03-13 02:46:30+00:00,I-710/Long Beach Fwy (CA-91),Paramount Blvd (CA-91),Feature
Jam,"(-118.1774399379, 33.911845848)",2024-03-12 21:25:00+00:00,2024-03-13 02:46:30+00:00,Wright Rd,exit [16],Feature
Accident,"(-118.1510510245, 34.0686678976)",2024-03-13 02:07:00+00:00,,Fremont Ave (I-10),I-710/Long Beach Fwy (I-10),Feature
Jam,"(-118.1780742803, 33.9119867092)",2024-03-12 22:27:30+00:00,2024-03-13 03:10:30+00:00,Long Beach Blvd (I-105),CA-19/Lakewood Blvd (I-105),Feature
Jam,"(-118.1531485119, 34.1510399352)",2024-03-12 21:36:00+00:00,2024-03-13 03:05:30+00:00,CA-134 (I-210),Marengo Ave (I-210),Feature
Jam,"(-118.1293787756, 34.1382712414)",2024-03-13 02:09:00+00:00,2024-03-13 02:46:30+00:00,San Pasqual St,E Del Mar Blvd,Feature
Jam,"(-118.1219544211, 34.0807257988)",2024-03-13 02:18:30+00:00,2024-03-13 02:46:30+00:00,E Shorb St,E Valley Blvd,Feature
Road Closed,"(-118.1218323806, 33.9390246917)",2024-03-12 16:11:30+00:00,,Lakewood Blvd / Cecilia St,Marbel Ave,Feature
Jam,"(-118.1762329438, 34.0591916512)",2024-03-12 21:55:30+00:00,2024-03-13 03:38:30+00:00,City Terrace Dr/Herbert Ave (I-10),New Ave (I-10),Feature
Jam,"(-118.1194398501, 33.9433766073)",2024-03-12 16:35:30+00:00,2024-03-13 02:50:30+00:00,Florence Ave (CA-19),5th St (CA-19),Feature
Jam,"(-118.1306380728, 34.071486896)",2024-03-13 02:14:00+00:00,2024-03-13 03:13:30+00:00,I-10/W Hellman Ave/S Fremont Ave (El Monte Busway),I-10/San Bernardino Fwy/Del Mar Ave (El Monte Busway),Feature
Accident,"(-118.117307494, 34.0715405658)",2024-03-13 02:07:00+00:00,,Garfield Ave (I-10),New Ave (I-10),Feature
Jam,"(-118.1736151078, 34.0349297772)",2024-03-12 22:10:30+00:00,2024-03-13 03:10:30+00:00,Downey Rd (CA-60),Wilcox Ave (CA-60),Feature
Jam,"(-118.1091388264, 33.9560929196)",2024-03-13 02:26:00+00:00,2024-03-13 02:40:30+00:00,I-605 (I-5),Slauson Ave (I-5),Feature
Jam,"(-118.2032159665, 34.0243283252)",2024-03-12 18:27:00+00:00,2024-03-13 03:30:30+00:00,Grande Vista Ave/Exit 132B (I-5),I-605 (I-5),Feature
Lane Closed,"(-118.6013389329, 34.0393862483)",2024-03-11 16:01:00+00:00,,Topanga Canyon Blvd (Pacific Coast Hwy/CA-1),Las Flores Canyon Rd (Pacific Coast Hwy/CA-1),Feature
Road Closed,"(-118.5979633729, 34.0818121232)",2024-03-09 15:30:00+00:00,,Fernwood Pacific Dr (CA-27),CA-1/Pacific Coast Hwy (CA-27),Feature
Jam,"(-118.5631429354, 34.3746664246)",2024-03-16 06:12:00+00:00,2024-03-16 07:34:00+00:00,Lyons Ave/Pico Canyon Rd (I-5),CA-14 (I-5),Feature
Jam,"(-118.5036957959, 34.0252952618)",2024-03-16 06:19:30+00:00,2024-03-16 07:06:00+00:00,Montana Ave,Idaho Ave,Feature
Road Closed,"(-118.4906240503, 34.0086052208)",2024-03-15 11:27:56+00:00,2024-03-23 06:59:00+00:00,Ocean Ave,Main St,Feature
Road Closed,"(-118.4900634686, 34.0090317008)",2024-03-15 11:27:56+00:00,2024-03-23 06:59:00+00:00,Main St,Ocean Ave,Feature
Road Closed,"(-118.4609655241, 34.2149851018)",2024-03-13 11:29:00+00:00,,Norwich Ave,Lemona Ave,Feature
Road Closed,"(-118.4499711493, 34.1757336404)",2024-03-14 07:00:00+00:00,2024-03-17 06:59:59+00:00,Hatteras St,Vesper Ave,Feature
Road Closed,"(-118.4509273568, 34.173043426)",2024-03-14 07:00:00+00:00,2024-03-17 06:59:59+00:00,Vesper Ave,Hatteras St,Feature
Jam,"(-118.4487950007, 34.1730206108)",2024-03-16 06:44:30+00:00,2024-03-16 07:06:00+00:00,Hatteras St,Burbank Blvd,Feature
Road Closed,"(-118.4480842153, 33.9934922868)",2024-03-13 09:53:44+00:00,2024-03-16 06:59:00+00:00,Los Angeles,Glyndon Ave,Feature
Dangerous Conditions,"(-118.4458780984, 34.2661643032)",2024-03-16 06:34:00+00:00,,exit [44B],exit [44B],Feature
Road Closed,"(-118.439405928, 33.9809771522)",2024-03-16 06:37:00+00:00,,Culver Blvd (CA-1),CA-90/Marina Expy (CA-1),Feature
Jam,"(-118.4375565449, 34.3081073927)",2024-03-16 06:38:00+00:00,2024-03-16 07:06:00+00:00,Dronfield Ave,Borden Ave,Feature
Road Closed,"(-118.4377054075, 34.0344885627)",2024-03-14 05:52:51+00:00,2024-03-22 06:59:00+00:00,I-405 S,I-10 W,Feature
Road Works,"(-118.4348984758, 34.1486366699)",2024-03-15 11:08:00+00:00,,Ventura Blvd,Davana Ter,Feature
Road Closed,"(-118.4374371866, 34.1310561266)",2024-03-14 18:19:00+00:00,,Mulholland Dr,Wallingford Dr,Feature
Road Closed,"(-118.4308456579, 34.1410419965)",2024-03-14 11:18:13+00:00,2024-03-17 06:59:00+00:00,Oak Canyon Ave,Glenridge Dr,Feature
Road Closed,"(-118.4307745794, 34.0521401442)",2024-03-16 03:12:02+00:00,2024-03-18 06:59:00+00:00,Missouri Ave,Santa Monica Blvd,Feature
Road Closed,"(-118.4301871756, 34.0276180458)",2024-03-16 06:01:00+00:00,2024-03-16 11:59:00+00:00,exit [53B],I-10 W,Feature
Road Closed,"(-118.4286811153, 34.025297971)",2024-03-16 06:01:00+00:00,2024-03-16 11:59:00+00:00,exit [53B],I-405 N,Feature
Road Closed,"(-118.4301871756, 34.0276180458)",2024-03-15 00:42:33+00:00,2024-03-17 06:59:00+00:00,exit [53B],I-10 E,Feature
Road Closed,"(-118.4271562794, 34.1443424474)",2024-03-12 18:49:30+00:00,,Valley Vista Blvd,Ventura Blvd,Feature
Road Closed,"(-118.4271576205, 34.1473545444)",2024-03-13 04:21:30+00:00,,Ventura Blvd,Valley Vista Blvd,Feature
Road Works,"(-118.4185101787, 34.0125118307)",2024-03-13 15:01:30+00:00,,Venice Blvd (I-405),National Blvd (I-405),Feature
